|6.6.6
gloss1d_2.tab                                                                                       
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  168.000        16701.0        400.354       0.196920       0.115979E-003  0.638585E-002  0.259634E-009  0.662503E-007  0.243844E-004  0.250373E-003  0.584135E-002  0.123620E-003  0.106595       0.135536E-005   0.00000        0.00000        0.00000        52.6577       0.714406E-018  0.381549E-011  0.638499E-003  0.313680E-002  0.757629E-013  0.695014E-007  0.256399E-004  0.183377E-004  0.706480E-001  0.290155E-003  0.775777E-003  0.189876E-004  0.103484E-015  0.209552E-005  0.491053E-008  0.272236E-001  0.109719E-041  0.110256E-006   1.18417       0.281080E-013  0.888120E-011  0.215087E-053  0.354297E-001  0.297849E-006  0.155533E-008  0.351770E-004  0.283103E-002  0.410578E-002  0.628016E-005  0.104040E-004  0.270847E-009   1.03102       0.188378E-002  0.640581       0.346412E-004  0.603860E-003  0.469044E-016  0.139707E-015  0.366792E-032  0.208804E-033  0.763698E-037  0.129452E-074  0.213768E-020  0.376025E-042  0.693864E-025  0.183874E-039  0.154103E-029  0.108322E-050  0.684187E-004  0.248672E-002  0.452558E-013  0.101262E-005   1.24127        5.78986      -0.229030E-001   72.1807        1.29682        3.00604     
  169.000        16801.0        400.948       0.196833       0.113454E-003  0.654466E-002  0.254996E-009  0.692057E-007  0.256557E-004  0.262843E-003  0.596540E-002  0.128229E-003  0.106747       0.149341E-005   0.00000        0.00000        0.00000        52.5974       0.761510E-018  0.404881E-011  0.623236E-003  0.298595E-002  0.817825E-013  0.681552E-007  0.265243E-004  0.193111E-004  0.741980E-001  0.296589E-003  0.855666E-003  0.198516E-004  0.117294E-015  0.218472E-005  0.499004E-008  0.266884E-001  0.124236E-041  0.107103E-006   1.20956       0.296405E-013  0.921706E-011  0.258000E-053  0.367820E-001  0.310201E-006  0.159477E-008  0.363559E-004  0.304013E-002  0.426568E-002  0.630488E-005  0.108331E-004  0.280919E-009   1.04656       0.188062E-002  0.662065       0.348274E-004  0.596934E-003  0.446069E-016  0.137893E-015  0.384331E-032  0.222404E-033  0.829887E-037  0.153105E-074  0.208939E-020  0.426502E-042  0.697518E-025  0.200953E-039  0.159417E-029  0.132713E-050  0.698473E-004  0.251706E-002  0.450084E-013  0.991926E-006   1.22997        5.77025      -0.234038E-001   72.1310        1.32492        3.07315     
  170.000        16901.0        401.544       0.196749       0.111180E-003  0.670901E-002  0.250721E-009  0.720991E-007  0.269360E-004  0.275208E-003  0.609541E-002  0.132960E-003  0.106908       0.164797E-005   0.00000        0.00000        0.00000        52.5350       0.810331E-018  0.428749E-011  0.609837E-003  0.284682E-002  0.881579E-013  0.669055E-007  0.274269E-004  0.202943E-004  0.777147E-001  0.303145E-003  0.945165E-003  0.206993E-004  0.132494E-015  0.227653E-005  0.507505E-008  0.262063E-001  0.140777E-041  0.104106E-006   1.23548       0.313398E-013  0.959817E-011  0.310725E-053  0.381719E-001  0.323069E-006  0.164095E-008  0.375576E-004  0.325782E-002  0.442022E-002  0.632937E-005  0.112579E-004  0.291892E-009   1.06274       0.188175E-002  0.684689       0.350425E-004  0.590155E-003  0.424940E-016  0.136617E-015  0.404502E-032  0.238107E-033  0.907082E-037  0.182411E-074  0.204784E-020  0.487078E-042  0.703888E-025  0.221403E-039  0.165725E-029  0.164050E-050  0.713036E-004  0.254776E-002  0.448781E-013  0.974887E-006   1.21880        5.75081      -0.239168E-001   72.0811        1.35359        3.14264     
  171.000        17001.0        402.141       0.196665       0.108615E-003  0.687151E-002  0.246143E-009  0.753294E-007  0.283687E-004  0.288956E-003  0.622013E-002  0.137806E-003  0.107066       0.181163E-005   0.00000        0.00000        0.00000        52.4739       0.864551E-018  0.455310E-011  0.594018E-003  0.270426E-002  0.948939E-013  0.655713E-007  0.283658E-004  0.213878E-004  0.816285E-001  0.309824E-003  0.104005E-002  0.216450E-004  0.149939E-015  0.237249E-005  0.515483E-008  0.256526E-001  0.159219E-041  0.101096E-006   1.26128       0.329628E-013  0.992898E-011  0.371213E-053  0.395964E-001  0.336243E-006  0.167629E-008  0.388066E-004  0.350074E-002  0.459378E-002  0.635358E-005  0.117334E-004  0.302241E-009   1.07783       0.187504E-002  0.706944       0.352087E-004  0.583217E-003  0.403392E-016  0.134303E-015  0.421823E-032  0.252219E-033  0.979571E-037  0.214142E-074  0.199590E-020  0.548410E-042  0.704860E-025  0.240031E-039  0.170600E-029  0.199071E-050  0.727884E-004  0.257885E-002  0.444892E-013  0.951280E-006   1.20753        5.73129      -0.244264E-001   72.0312        1.38247        3.21095     
  172.000        17101.0        402.740       0.196582       0.105998E-003  0.703510E-002  0.241553E-009  0.787453E-007  0.299049E-004  0.303536E-003  0.634394E-002  0.142764E-003  0.107226       0.198829E-005   0.00000        0.00000        0.00000        52.4127       0.923233E-018  0.483909E-011  0.577676E-003  0.256506E-002  0.101992E-012  0.642323E-007  0.293347E-004  0.225580E-004  0.857804E-001  0.316630E-003  0.114256E-002  0.226457E-004  0.169615E-015  0.247213E-005  0.523382E-008  0.250823E-001  0.179964E-041  0.981504E-007   1.28722       0.346042E-013  0.102464E-010  0.442222E-053  0.410560E-001  0.349826E-006  0.170766E-008  0.400939E-004  0.376446E-002  0.477692E-002  0.637741E-005  0.122400E-004  0.312557E-009   1.09250       0.186561E-002  0.729420       0.353587E-004  0.576268E-003  0.382457E-016  0.131644E-015  0.438387E-032  0.266111E-033  0.105311E-036  0.250061E-074  0.194134E-020  0.614192E-042  0.703868E-025  0.258691E-039  0.174996E-029  0.239896E-050  0.743034E-004  0.261035E-002  0.440040E-013  0.925653E-006   1.19624        5.71178      -0.249335E-001   71.9810        1.41173        3.27950     
  173.000        17201.0        403.342       0.196502       0.103507E-003  0.720204E-002  0.237077E-009  0.822208E-007  0.314598E-004  0.318665E-003  0.646985E-002  0.148091E-003  0.107393       0.218399E-005   0.00000        0.00000        0.00000        52.3505       0.985605E-018  0.513991E-011  0.562132E-003  0.243372E-002  0.109402E-012  0.629224E-007  0.303522E-004  0.237908E-004  0.900849E-001  0.323826E-003  0.125620E-002  0.236651E-004  0.191480E-015  0.257497E-005  0.531366E-008  0.245366E-001  0.203473E-041  0.953079E-007   1.31353       0.363516E-013  0.105831E-010  0.527449E-053  0.426237E-001  0.364531E-006  0.174389E-008  0.413628E-004  0.403950E-002  0.495487E-002  0.639342E-005  0.127437E-004  0.322974E-009   1.10716       0.185728E-002  0.752555       0.355144E-004  0.569412E-003  0.362705E-016  0.129134E-015  0.456044E-032  0.281087E-033  0.113366E-036  0.292582E-074  0.188912E-020  0.688862E-042  0.703318E-025  0.279303E-039  0.179650E-029  0.289588E-050  0.758496E-004  0.264227E-002  0.435432E-013  0.901272E-006   1.18505        5.69239      -0.254464E-001   71.9305        1.44156        3.34938     
  174.000        17301.0        403.945       0.196422       0.101024E-003  0.737100E-002  0.232745E-009  0.858239E-007  0.331358E-004  0.334292E-003  0.659669E-002  0.153349E-003  0.107562       0.239512E-005   0.00000        0.00000        0.00000        52.2878       0.105242E-017  0.545980E-011  0.546620E-003  0.230711E-002  0.117219E-012  0.616501E-007  0.313812E-004  0.250814E-004  0.945322E-001  0.330955E-003  0.137894E-002  0.247230E-004  0.215918E-015  0.268153E-005  0.539583E-008  0.239888E-001  0.230013E-041  0.925548E-007   1.34002       0.381553E-013  0.109184E-010  0.628389E-053  0.441745E-001  0.379252E-006  0.177601E-008  0.427037E-004  0.433911E-002  0.514382E-002  0.641459E-005  0.132845E-004  0.333850E-009   1.12171       0.184784E-002  0.776152       0.356668E-004  0.562583E-003  0.343846E-016  0.126506E-015  0.473692E-032  0.296364E-033  0.121781E-036  0.341554E-074  0.183709E-020  0.770722E-042  0.702102E-025  0.300781E-039  0.184199E-029  0.348481E-050  0.774287E-004  0.267465E-002  0.430375E-013  0.876240E-006   1.17388        5.67304      -0.259665E-001   71.8797        1.47175        3.41997     
  175.000        17401.0        404.552       0.196336       0.984894E-004  0.754101E-002  0.228564E-009  0.896006E-007  0.350086E-004  0.350379E-003  0.672364E-002  0.158239E-003  0.107728       0.261875E-005   0.00000        0.00000        0.00000        52.2249       0.112437E-017  0.580226E-011  0.530760E-003  0.218378E-002  0.125523E-012  0.604190E-007  0.323971E-004  0.264270E-004  0.991164E-001  0.337723E-003  0.150915E-002  0.258339E-004  0.243328E-015  0.279223E-005  0.548122E-008  0.234254E-001  0.259890E-041  0.898834E-007   1.36661       0.399802E-013  0.112388E-010  0.746778E-053  0.456236E-001  0.393228E-006  0.179842E-008  0.441776E-004  0.467427E-002  0.535499E-002  0.644855E-005  0.138907E-004  0.345426E-009   1.13608       0.183605E-002  0.800096       0.358110E-004  0.555747E-003  0.325730E-016  0.123622E-015  0.490572E-032  0.311370E-033  0.130288E-036  0.396828E-074  0.178420E-020  0.858272E-042  0.699598E-025  0.322265E-039  0.188411E-029  0.416875E-050  0.790418E-004  0.270751E-002  0.424497E-013  0.849634E-006   1.16271        5.65370      -0.264879E-001   71.8284        1.50217        3.49091     
  176.000        17501.0        405.162       0.196253       0.961477E-004  0.771586E-002  0.224682E-009  0.933418E-007  0.369265E-004  0.366469E-003  0.685554E-002  0.163241E-003  0.107904       0.286589E-005   0.00000        0.00000        0.00000        52.1605       0.119983E-017  0.615665E-011  0.516287E-003  0.206927E-002  0.134228E-012  0.592656E-007  0.334353E-004  0.278022E-004  0.103695       0.344614E-003  0.165313E-002  0.269361E-004  0.273428E-015  0.290625E-005  0.557197E-008  0.229027E-001  0.293942E-041  0.873429E-007   1.39361       0.419801E-013  0.115983E-010  0.890654E-053  0.471068E-001  0.407762E-006  0.182586E-008  0.456832E-004  0.502657E-002  0.556284E-002  0.648164E-005  0.145026E-004  0.357864E-009   1.15089       0.182740E-002  0.825066       0.359781E-004  0.549049E-003  0.309025E-016  0.121152E-015  0.509859E-032  0.328456E-033  0.140025E-036  0.463894E-074  0.173684E-020  0.960867E-042  0.699289E-025  0.347463E-039  0.193484E-029  0.502120E-050  0.806911E-004  0.274087E-002  0.419506E-013  0.825784E-006   1.15165        5.63449      -0.270244E-001   71.7765        1.53308        3.56384     
  177.000        17601.0        405.776       0.196170       0.939019E-004  0.789391E-002  0.220979E-009  0.971238E-007  0.389256E-004  0.382837E-003  0.699005E-002  0.168321E-003  0.108083       0.313584E-005   0.00000        0.00000        0.00000        52.0950       0.127991E-017  0.652843E-011  0.502470E-003  0.196099E-002  0.143338E-012  0.581597E-007  0.344977E-004  0.292285E-004  0.108350       0.351605E-003  0.181058E-002  0.280526E-004  0.306653E-015  0.302399E-005  0.566627E-008  0.223990E-001  0.332641E-041  0.849045E-007   1.42091       0.441089E-013  0.119780E-010  0.106373E-052  0.486162E-001  0.422766E-006  0.185460E-008  0.472303E-004  0.540139E-002  0.577275E-002  0.651444E-005  0.151338E-004  0.370905E-009   1.16583       0.181973E-002  0.850775       0.361543E-004  0.542440E-003  0.293345E-016  0.118825E-015  0.530472E-032  0.346881E-033  0.150684E-036  0.543458E-074  0.169211E-020  0.107732E-041  0.699725E-025  0.375335E-039  0.198955E-029  0.605921E-050  0.823781E-004  0.277475E-002  0.414738E-013  0.802948E-006   1.14067        5.61538      -0.275710E-001   71.7240        1.56439        3.63809     
  178.000        17701.0        406.394       0.196087       0.918257E-004  0.807465E-002  0.217106E-009  0.100949E-006  0.407215E-004  0.400615E-003  0.712365E-002  0.174958E-003  0.108265       0.344559E-005   0.00000        0.00000        0.00000        52.0287       0.136587E-017  0.692141E-011  0.489502E-003  0.186017E-002  0.152419E-012  0.570093E-007  0.357251E-004  0.308063E-004  0.113397       0.360201E-003  0.199133E-002  0.291835E-004  0.343174E-015  0.314478E-005  0.575437E-008  0.219319E-001  0.376877E-041  0.825341E-007   1.44867       0.464088E-013  0.123921E-010  0.127417E-052  0.505785E-001  0.442106E-006  0.190315E-008  0.485208E-004  0.576021E-002  0.594135E-002  0.650837E-005  0.156768E-004  0.382392E-009   1.18015       0.181361E-002  0.876908       0.363268E-004  0.535995E-003  0.278483E-016  0.116697E-015  0.553034E-032  0.367240E-033  0.162632E-036  0.639621E-074  0.164882E-020  0.121149E-041  0.700346E-025  0.406744E-039  0.204653E-029  0.733389E-050  0.841048E-004  0.280921E-002  0.410476E-013  0.781887E-006   1.12985        5.59643      -0.281241E-001   71.6708        1.59658        3.71349     
  179.000        17801.0        407.017       0.196004       0.896068E-004  0.825534E-002  0.213422E-009  0.105029E-006  0.428653E-004  0.418798E-003  0.725646E-002  0.180718E-003  0.108448       0.376577E-005   0.00000        0.00000        0.00000        51.9628       0.145929E-017  0.734645E-011  0.475581E-003  0.175995E-002  0.162113E-012  0.559063E-007  0.368984E-004  0.324423E-004  0.118564       0.367936E-003  0.217842E-002  0.303905E-004  0.384133E-015  0.327068E-005  0.584768E-008  0.214278E-001  0.426732E-041  0.802334E-007   1.47633       0.486812E-013  0.127679E-010  0.151965E-052  0.522908E-001  0.459424E-006  0.193238E-008  0.500527E-004  0.617868E-002  0.615156E-002  0.652733E-005  0.163385E-004  0.395027E-009   1.19419       0.180317E-002  0.903171       0.364846E-004  0.529503E-003  0.264075E-016  0.114113E-015  0.573629E-032  0.386419E-033  0.174284E-036  0.746572E-074  0.160327E-020  0.135133E-041  0.698823E-025  0.436843E-039  0.209669E-029  0.878654E-050  0.858732E-004  0.284426E-002  0.404834E-013  0.757850E-006   1.11895        5.57742      -0.286742E-001   71.6168        1.62879        3.78856     
  180.000        17901.0        407.645       0.195920       0.874439E-004  0.843820E-002  0.209872E-009  0.109198E-006  0.451116E-004  0.437485E-003  0.739031E-002  0.186591E-003  0.108634       0.411288E-005   0.00000        0.00000        0.00000        51.8964       0.155943E-017  0.779654E-011  0.462000E-003  0.166455E-002  0.172161E-012  0.548382E-007  0.381048E-004  0.341583E-004  0.123872       0.375812E-003  0.238149E-002  0.316253E-004  0.429330E-015  0.340078E-005  0.594372E-008  0.209337E-001  0.483510E-041  0.780210E-007   1.50420       0.510675E-013  0.131537E-010  0.181378E-052  0.540391E-001  0.477379E-006  0.196122E-008  0.516214E-004  0.662478E-002  0.636500E-002  0.654520E-005  0.170259E-004  0.408027E-009   1.20810       0.179265E-002  0.929950       0.366451E-004  0.523094E-003  0.250477E-016  0.111568E-015  0.595030E-032  0.406579E-033  0.186753E-036  0.872024E-074  0.155935E-020  0.150704E-041  0.697455E-025  0.469139E-039  0.214850E-029  0.105231E-049  0.876858E-004  0.287994E-002  0.399153E-013  0.734173E-006   1.10812        5.55848      -0.292310E-001   71.5619        1.66138        3.86447     
  181.000        18001.0        408.279       0.195834       0.853359E-004  0.862312E-002  0.206453E-009  0.113451E-006  0.474644E-004  0.456666E-003  0.752508E-002  0.192574E-003  0.108820       0.448883E-005   0.00000        0.00000        0.00000        51.8294       0.166684E-017  0.827324E-011  0.448758E-003  0.157382E-002  0.182557E-012  0.538044E-007  0.393454E-004  0.359580E-004  0.129319       0.383829E-003  0.260169E-002  0.328877E-004  0.479133E-015  0.353521E-005  0.604266E-008  0.204499E-001  0.548251E-041  0.758953E-007   1.53227       0.535756E-013  0.135501E-010  0.216666E-052  0.558236E-001  0.496000E-006  0.198971E-008  0.532278E-004  0.710010E-002  0.658155E-002  0.656189E-005  0.177402E-004  0.421406E-009   1.22189       0.178210E-002  0.957243       0.368086E-004  0.516774E-003  0.237654E-016  0.109068E-015  0.617315E-032  0.427804E-033  0.200113E-036  0.101942E-073  0.151708E-020  0.168055E-041  0.696289E-025  0.503835E-039  0.220221E-029  0.125994E-049  0.895445E-004  0.291628E-002  0.393453E-013  0.710891E-006   1.09734        5.53959      -0.297889E-001   71.5060        1.69434        3.94122     
  182.000        18101.0        408.919       0.195749       0.834762E-004  0.881272E-002  0.203124E-009  0.117578E-006  0.495842E-004  0.476487E-003  0.766286E-002  0.199930E-003  0.109014       0.492053E-005   0.00000        0.00000        0.00000        51.7607       0.178018E-017  0.876598E-011  0.437060E-003  0.149121E-002  0.192934E-012  0.527952E-007  0.407307E-004  0.378697E-004  0.134928       0.393192E-003  0.285466E-002  0.341158E-004  0.532944E-015  0.367270E-005  0.614183E-008  0.200217E-001  0.623013E-041  0.738710E-007   1.56089       0.563994E-013  0.140179E-010  0.260479E-052  0.580100E-001  0.518766E-006  0.204015E-008  0.546160E-004  0.755513E-002  0.675240E-002  0.654901E-005  0.183583E-004  0.434181E-009   1.23569       0.177593E-002  0.985473       0.369922E-004  0.510665E-003  0.225890E-016  0.107094E-015  0.644119E-032  0.453138E-033  0.216071E-036  0.120457E-073  0.148007E-020  0.189016E-041  0.697761E-025  0.546365E-039  0.226810E-029  0.152432E-049  0.914524E-004  0.295334E-002  0.389093E-013  0.691103E-006   1.08676        5.52091      -0.303693E-001   71.4490        1.72805        4.02006     
  183.000        18201.0        409.566       0.195667       0.814763E-004  0.900185E-002  0.199983E-009  0.121990E-006  0.521458E-004  0.496661E-003  0.779957E-002  0.206186E-003  0.109209       0.536264E-005   0.00000        0.00000        0.00000        51.6927       0.190392E-017  0.930025E-011  0.424446E-003  0.140905E-002  0.203971E-012  0.518320E-007  0.420480E-004  0.398504E-004  0.140644       0.401530E-003  0.311411E-002  0.354286E-004  0.593020E-015  0.381612E-005  0.624729E-008  0.195572E-001  0.707777E-041  0.719145E-007   1.58932       0.591889E-013  0.144396E-010  0.311854E-052  0.598804E-001  0.538974E-006  0.206830E-008  0.562903E-004  0.808966E-002  0.697264E-002  0.656279E-005  0.191234E-004  0.448312E-009   1.24919       0.176529E-002   1.01374       0.371627E-004  0.504531E-003  0.214506E-016  0.104689E-015  0.668649E-032  0.476977E-033  0.231605E-036  0.141165E-073  0.144119E-020  0.210823E-041  0.697202E-025  0.587044E-039  0.232688E-029  0.182490E-049  0.934117E-004  0.299113E-002  0.383389E-013  0.668569E-006   1.07610        5.50214      -0.309356E-001   71.3908        1.76169        4.09835     
  184.000        18301.0        410.220       0.195584       0.795291E-004  0.919277E-002  0.196982E-009  0.126481E-006  0.548274E-004  0.517312E-003  0.793697E-002  0.212553E-003  0.109406       0.583986E-005   0.00000        0.00000        0.00000        51.6243       0.203695E-017  0.986639E-011  0.412147E-003  0.133100E-002  0.215320E-012  0.509044E-007  0.434035E-004  0.419277E-004  0.146488       0.410017E-003  0.339447E-002  0.367670E-004  0.658916E-015  0.396424E-005  0.635643E-008  0.191026E-001  0.804972E-041  0.700408E-007   1.61791       0.621288E-013  0.148736E-010  0.373853E-052  0.617868E-001  0.559960E-006  0.209600E-008  0.580031E-004  0.865798E-002  0.719534E-002  0.657501E-005  0.199185E-004  0.462848E-009   1.26254       0.175460E-002   1.04246       0.373369E-004  0.498495E-003  0.203803E-016  0.102342E-015  0.694398E-032  0.502215E-033  0.248320E-036  0.165676E-073  0.140408E-020  0.235194E-041  0.697031E-025  0.630959E-039  0.238856E-029  0.218486E-049  0.954256E-004  0.302973E-002  0.377708E-013  0.646465E-006   1.06551        5.48344      -0.315097E-001   71.3313        1.79564        4.17732     
  185.000        18401.0        410.882       0.195578       0.777070E-004  0.938967E-002  0.194185E-009  0.131043E-006  0.575631E-004  0.538664E-003  0.807866E-002  0.219436E-003  0.109648       0.636436E-005   0.00000        0.00000        0.00000        51.5553       0.217962E-017  0.104632E-010  0.400420E-003  0.125761E-002  0.226862E-012  0.500096E-007  0.448270E-004  0.441123E-004  0.152460       0.418948E-003  0.370144E-002  0.381137E-004  0.730761E-015  0.411689E-005  0.646880E-008  0.186680E-001  0.916925E-041  0.682521E-007   1.64674       0.652819E-013  0.153366E-010  0.449409E-052  0.638223E-001  0.582665E-006  0.212872E-008  0.596913E-004  0.924735E-002  0.740785E-002  0.657905E-005  0.207123E-004  0.477558E-009   1.27576       0.174492E-002   1.07173       0.375198E-004  0.492589E-003  0.193809E-016  0.100159E-015  0.722434E-032  0.529801E-033  0.266810E-036  0.195215E-073  0.136953E-020  0.262994E-041  0.697861E-025  0.679994E-039  0.245607E-029  0.262280E-049  0.974973E-004  0.306916E-002  0.372364E-013  0.625459E-006   1.05500        5.46482      -0.320930E-001   71.2704        1.82998        4.25727     
  186.000        18501.0        411.553       0.195497       0.757981E-004  0.958302E-002  0.191482E-009  0.135770E-006  0.606490E-004  0.560182E-003  0.821655E-002  0.225516E-003  0.109849       0.690636E-005   0.00000        0.00000        0.00000        51.4866       0.233474E-017  0.111049E-010  0.388334E-003  0.118619E-002  0.238934E-012  0.491566E-007  0.462197E-004  0.463874E-004  0.158540       0.427263E-003  0.402048E-002  0.395251E-004  0.810188E-015  0.427546E-005  0.658720E-008  0.182175E-001  0.104506E-040  0.665360E-007   1.67547       0.684785E-013  0.157733E-010  0.539358E-052  0.656513E-001  0.603900E-006  0.214690E-008  0.615865E-004  0.991184E-002  0.765444E-002  0.659815E-005  0.216228E-004  0.493336E-009   1.28872       0.173257E-002   1.10112       0.376974E-004  0.486724E-003  0.184280E-016  0.977744E-016  0.749573E-032  0.556973E-033  0.285505E-036  0.229121E-073  0.133489E-020  0.292690E-041  0.697808E-025  0.729036E-039  0.252089E-029  0.312945E-049  0.996299E-004  0.310947E-002  0.366303E-013  0.603239E-006   1.04449        5.44617      -0.326730E-001   71.2080        1.86435        4.33700     
  187.000        18601.0        412.233       0.195413       0.740319E-004  0.977916E-002  0.188893E-009  0.140441E-006  0.636605E-004  0.582196E-003  0.835598E-002  0.232411E-003  0.110053       0.750729E-005   0.00000        0.00000        0.00000        51.4170       0.250089E-017  0.117780E-010  0.377116E-003  0.111991E-002  0.251047E-012  0.483337E-007  0.477184E-004  0.487873E-004  0.164742       0.436383E-003  0.437452E-002  0.409237E-004  0.896157E-015  0.443848E-005  0.670864E-008  0.177989E-001  0.119368E-040  0.649069E-007   1.70452       0.719802E-013  0.162603E-010  0.650311E-052  0.677229E-001  0.628054E-006  0.217665E-008  0.633808E-004  0.105826E-001  0.787530E-002  0.660110E-005  0.224949E-004  0.509024E-009   1.30161       0.172251E-002   1.13115       0.378897E-004  0.481031E-003  0.175475E-016  0.956856E-016  0.780509E-032  0.587870E-033  0.306887E-036  0.270848E-073  0.130376E-020  0.327370E-041  0.699571E-025  0.786058E-039  0.259566E-029  0.375617E-049  0.101827E-003  0.315074E-002  0.360967E-013  0.582909E-006   1.03410        5.42764      -0.332561E-001   71.1440        1.89919        4.41803     
  188.000        18701.0        412.923       0.195331       0.722918E-004  0.997620E-002  0.186457E-009  0.145210E-006  0.668683E-004  0.604610E-003  0.849538E-002  0.239223E-003  0.110258       0.814736E-005   0.00000        0.00000        0.00000        51.3473       0.268061E-017  0.124944E-010  0.366043E-003  0.105671E-002  0.263457E-012  0.475484E-007  0.492457E-004  0.513006E-004  0.171049       0.445481E-003  0.475208E-002  0.423536E-004  0.990131E-015  0.460706E-005  0.683542E-008  0.173843E-001  0.136542E-040  0.633544E-007   1.73361       0.756558E-013  0.167540E-010  0.785059E-052  0.697737E-001  0.652631E-006  0.220271E-008  0.652550E-004  0.113032E-001  0.810512E-002  0.660580E-005  0.234220E-004  0.525312E-009   1.31429       0.171184E-002   1.16146       0.380855E-004  0.475439E-003  0.167200E-016  0.936082E-016  0.812776E-032  0.620350E-033  0.329753E-036  0.320512E-073  0.127410E-020  0.365970E-041  0.701694E-025  0.847118E-039  0.267382E-029  0.450435E-049  0.104094E-003  0.319300E-002  0.355538E-013  0.562684E-006   1.02376        5.40914      -0.338445E-001   71.0782        1.93421        4.49936     
  189.000        18801.0        413.623       0.195246       0.707740E-004  0.101770E-001  0.184118E-009  0.149765E-006  0.697182E-004  0.627582E-003  0.863706E-002  0.247744E-003  0.110467       0.888046E-005   0.00000        0.00000        0.00000        51.2762       0.287178E-017  0.132364E-010  0.356296E-003  0.999406E-003  0.275577E-012  0.467897E-007  0.509626E-004  0.539675E-004  0.177480       0.456169E-003  0.518478E-002  0.437248E-004  0.109047E-014  0.477942E-005  0.696431E-008  0.170208E-001  0.156668E-040  0.618894E-007   1.76318       0.798318E-013  0.173445E-010  0.955197E-052  0.723295E-001  0.682895E-006  0.225403E-008  0.668520E-004  0.119825E-001  0.827446E-002  0.657932E-005  0.242162E-004  0.540856E-009   1.32692       0.170570E-002   1.19261       0.383047E-004  0.470073E-003  0.159678E-016  0.920346E-016  0.852079E-032  0.659673E-033  0.357450E-036  0.384176E-073  0.124935E-020  0.413164E-041  0.707013E-025  0.923063E-039  0.276996E-029  0.546590E-049  0.106432E-003  0.323632E-002  0.351477E-013  0.545526E-006   1.01362        5.39083      -0.344495E-001   71.0105        1.96983        4.58261     
  190.000        18901.0        414.335       0.195167       0.690734E-004  0.103733E-001  0.181769E-009  0.154833E-006  0.731008E-004  0.652102E-003  0.877073E-002  0.255494E-003  0.110674       0.962093E-005   0.00000        0.00000        0.00000        51.2073       0.308621E-017  0.140619E-010  0.345247E-003  0.941668E-003  0.287939E-012  0.460230E-007  0.526662E-004  0.568582E-004  0.184362       0.466277E-003  0.562236E-002  0.452460E-004  0.120253E-014  0.495901E-005  0.709403E-008  0.166113E-001  0.179785E-040  0.604589E-007   1.79238       0.838446E-013  0.178396E-010  0.115544E-051  0.746610E-001  0.711677E-006  0.228081E-008  0.686622E-004  0.127685E-001  0.849296E-002  0.656638E-005  0.251798E-004  0.556239E-009   1.33825       0.169258E-002   1.22270       0.384880E-004  0.464711E-003  0.152209E-016  0.898572E-016  0.886316E-032  0.694882E-033  0.383252E-036  0.454991E-073  0.122053E-020  0.460475E-041  0.708427E-025  0.991207E-039  0.284844E-029  0.652216E-049  0.108848E-003  0.328076E-002  0.345603E-013  0.525035E-006   1.00341        5.37242      -0.350349E-001   70.9409        2.00553        4.66345     
